OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
7128,FLYING J #518,"I-78, EXIT 10 (PA 645)",Myerstown,PA,208,3.869,40.42356,-76.32161
7129,TA BROOKVILLE TRAVEL CENTER,"I-80 EXIT 78, & SR-36",Brookville,PA,14,4.029,41.16062,-79.08382
7131,TA BREEZEWOOD TRAVEL CENTER,"I-76 & US30, EXIT 161",Breezewood,PA,14,4.299,39.98651,-78.26171
7132,Terrible Herbst dba/One9 #1395,"I-15, EXIT 12",Jean,NV,910,3.459,35.78396,-115.32617
7135,PETRO STOPPING CENTER #336,"I-81, EXIT 52 & I-76, EXIT 226",Carlisle,PA,70,4.149,40.21618,-77.18613
7136,TA LAMAR TRAVEL CENTER,"I-80, EXIT 173 & SR-64",Lamar,PA,14,4.03566666,41.0324,-77.5182
7137,TA BARKEYVILLE TRAVEL CENTER,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,4.044,41.20154,-79.98014
7147,JUBITZ TRAVEL PLAZA,"I-5, EXIT 307",Portland,OR,935,3.859,45.59513,-122.684
7148,TA TROUTDALE TRAVEL CENTER,"I-84, EXIT 17",Troutdale,OR,935,3.93233333,45.54413,-122.40507
7154,TA OKLAHOMA CITY WEST TRAVEL CENTER,"I-40, EXIT 140",Oklahoma City,OK,483,3.30233333,35.46063,-97.55678
7156,TA OKLAHOMA CITY EAST TRAVEL CENTER,"I-40, EXIT 142",Oklahoma City,OK,483,3.30066666,35.46047,-97.64997
7166,TA London Travel Center,"I-70 & US-42, EXIT 79",London,OH,315,3.49233333,39.93586,-83.40168
7169,TA YOUNGSTOWN TRAVEL CENTER,"I-80 & SR 46, EXIT 223",Youngstown,OH,573,3.444,41.10152,-80.76403
7170,TRUCK WORLD TRUCKSTOP,"I-80, EXIT 234",Hubbard,OH,573,3.259,41.1764,-80.56859
7172,TA TOLEDO EAST TRAVEL CENTER,"I-80 & I-280, EXIT 71",Perrysburg,OH,550,3.78066666,41.52347,-83.45701
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,3.999,42.07071,-76.15319
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,4.099,42.07071,-76.15319
7176,TA DAYTON TRAVEL CENTER,"I-70,  EXIT 10 & US-127",Eaton,OH,317,3.40066666,39.74406,-84.6365
7179,JIMS TRUCK PLAZA,"I-90, EXIT 52E",Buffalo                                 ,NY,38,3.799,42.90448,-78.76677
7179,JIMS TRUCK PLAZA,"I-90, EXIT 52E",Buffalo                                 ,NY,38,3.659,42.90448,-78.76677
7180,TA HebronTravel Center,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.38233333,39.94246,-82.53981
7183,TA KINGSVILLE TRAVEL CENTER,"I-90, EXIT 235 & SR-193",Kingsville,OH,305,3.88233333,41.87965,-80.66644
7184,TA JEFFERSONVILLE EAST TRAVEL CENTER,"I-71, EXIT 65 & SR-435 & US-35",Jeffersonville,OH,315,3.32733333,39.6217,-83.60416
7189,S and R Truck Plaza,"I-94, EXIT 260",Jamestown,ND,390,3.58566666,46.89831,-98.7104
7190,Tower Travel Center,"I-94, EXIT 307",Tower City,ND,341,3.51566666,46.91718,-97.6795
7196,SALUDA TRUCK PLAZA,"I-26, EXIT 28",Saluda                                  ,NC,210,3.099,35.24807,-82.33309
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.049,42.95482,-76.98684
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.019,42.95482,-76.98684
7198,LOVES TRAVEL STOP #507,"I-85, EXIT 71",Salisbury,NC,46,3.51066666,35.60815,-80.52125
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.439,42.35989,-73.42976
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.399,42.35989,-73.42976
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.899,42.54814,-79.11141
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.999,42.54814,-79.11141
7215,TA FULTONVILLE TRAVEL CENTER,"I-90, EXIT 28",Fultonville,NY,12,4.039,42.94555,-74.36446
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.399,40.69022,-73.86999
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.439,40.69022,-73.86999
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.799,42.62346,-73.77718
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.749,42.62346,-73.77718
7222,TA SANTA ROSA TRAVEL CENTER,"I-40/US-54, EXIT 277 & US-84",Santa Rosa,NM,580,3.45233333,34.93998,-104.69016
7225,LOVES TRAVEL STOP #329,US-60,Clovis,NM,593,4.089,34.39527,-103.16205
7226,TA LAS CRUCES TRAVEL CENTER,"I-10, EXIT 139",Las Cruces,NM,640,3.14066666,32.29515,-106.80525
7227,NATIONAL TRUCK STOP,"I-10, VADO EXIT 155",Vado                                    ,NM,640,2.999,44.31635,11.25605
7228,MAVERIK COUNTRY STORE #638,"I-40, EXIT 159D & I-25/US-85, EXIT 227",Albuquerque,NM,580,3.20733333,35.08423,-106.64905
7229,TA GALLUP TRAVEL CENTER,"I-40, EXIT 16 & HWY 66",Gallup,NM,580,3.43233333,35.52849,-108.74146
7230,DEMING TRUCK STOP,"I-10, EXIT 81",Deming,NM,640,2.899,32.21314,-108.1986
7231,TA ALBUQUERQUE TRAVEL CENTER,"I-25, EXIT 227 OR 225",Albuquerque,NM,580,3.58733333,35.1044,-106.62985
7234,TA BLOOMSBURY TRAVEL CENTER,"I-78/US-22, EXIT 7 & SR-173",Bloomsbury,NJ,115,3.79066666,40.66025,-75.07067
7237,TA COLUMBIA TRAVEL CENTER,"I-80, EXIT 4 & SR-94",Columbia,NJ,115,4.099,40.95534,-75.11604
7239,TA PAULSBORO TRAVELCENTER,"I-295, EXIT 18A",Paulsboro,NJ,150,3.999,39.81046,-75.27865
7240,Pilot Travel Centers #190,"I-78, EXIT 12 & US-22",Hampton                                 ,NJ,105,3.809,41.07945,-74.74238
7244,TA LAS VEGAS TRAVEL CENTER,"I-15, EXIT 33",Las Vegas,NV,910,3.73566666,36.04948,-115.18092
7248,WILD WILD WEST TRAVEL PLAZA,"I-15, EXIT 37",Las Vegas,NV,910,3.76733333,36.10494,-115.18083
7263,FLYING J #904,"I-80, EXIT 107",Big Springs,NE,475,3.48233333,41.04669,-102.07743
7264,TA GRAND ISLAND WEST TRAVEL CENTER,"I-80, EXIT 305",Alda,NE,330,3.169,39.19902,-120.81417
7265,Fast Stop Travel Centers #1151,"I-80, EXIT 164 & CR-56C",Hershey,NE,475,3.499,41.13732,-101.00809
7267,TA OGALLALA TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,41.11507,-101.72048
7268,SAPP BROS TRAVEL CENTER,"I-80, EXIT 440 & SR-50, EXIT 440",Omaha,NE,486,3.28066666,38.89037,-77.03196
7269,GRAND ISLAND TRAVEL CENTER,"I-80, EXIT 312 & US-281/US-34",Grand Island,NE,330,3.26566666,40.91962,-98.38335
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.759,43.24314,-73.68124
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.779,43.24314,-73.68124
7284,MURALTS TRUCK PLAZA,"I-90, EXIT 96 & US-93/SR-200",Missoula,MT,820,3.609,46.94937,-114.13123
7285,SENECA ONE STOP,"SR-17, EXIT 20",Salamanca                               ,NY,38,3.309,40.94177,-5.64522
7286,TA MISSOULA,"I-90, EXIT 96 & US-93",Missoula,MT,820,3.699,46.87217,-113.9942
7288,TA LAUREL,"I-90, EXIT 437",Laurel,MT,780,3.61233333,45.68108,-108.71163
7289,TA STRAFFORD,"I-44, EXIT 88 & SR-125",Strafford,MO,535,3.36566666,37.26849,-93.1174
7291,TA OAK GROVE TRAVEL CENTER,"I-70, EXIT 28",Oak Grove,MO,400,3.22233333,39.0162,-94.13256
7293,TA Matthews Travel Center,"I-55, EXIT 58 & SR-80",Matthews,MO,574,3.20566666,36.7593,-89.53885
7299,GASPERS - FAST LANE,"I-70, EXIT 148 & US-54",Kingdom City,MO,392,2.959,38.9443,-91.94489
7300,B AND D AUTO TRUCK PLAZA,"I-44, EXIT 127",Lebanon,MO,416,3.099,37.67604,-92.65868
7310,AAA HOSPITALITY,"I-55, EXIT 220",Tillatoba,MS,435,2.784,33.96822,-89.81448
7312,208 FUEL PLAZA,"I-70, EXIT 208",Belmont,OH,430,3.419,40.06151,-81.04879
7314,TA MERIDIAN TRAVEL CENTER,"I-20 & I-59, EXIT 160",Meridian,MS,705,2.91233333,32.39472,-88.58274
7323,TRUCKERS INN,"I-94/US-52, EXIT 127 & US-71",Sauk Centre,MN,453,3.22566666,45.72254,-94.95923
7326,PETRO STOP #398,"I-35 & I-90, EXIT 11",Albert Lea,MN,515,4.099,43.65475,-93.32052
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,385,3.599,42.10033,-84.99644
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,385,3.699,42.10033,-84.99644
7327,TA TEKONSHA,"I-69,EXIT 25 & SR-60",Tekonsha,MI,385,3.589,42.10033,-84.99644
7331,SPEEDWAY #9266,US-52 & SR-234,Ironton,OH,255,3.699,38.57485,-82.81306
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,325,3.559,42.13211,-83.24157
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,325,3.299,42.13211,-83.24157
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,325,3.249,42.13211,-83.24157
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,325,3.349,42.13211,-83.24157
7332,FLYING J #895,"I-75, EXIT 32A",Trenton,MI,325,3.439,42.13211,-83.24157
7335,TA SAWYER TRAVEL CENTER,"I-94, EXIT 12",Sawyer,MI,465,3.699,41.88511,-86.60137
7335,TA SAWYER TRAVEL CENTER,"I-94, EXIT 12",Sawyer,MI,465,3.689,41.88511,-86.60137
7337,TA BATTLE CREEK,"I-94, EXIT 104",Battle Creek,MI,385,4.039,42.30789,-85.23727
7337,TA BATTLE CREEK,"I-94, EXIT 104",Battle Creek,MI,385,3.999,42.30789,-85.23727
7337,TA BATTLE CREEK,"I-94, EXIT 104",Battle Creek,MI,385,3.979,42.30789,-85.23727
7337,TA BATTLE CREEK,"I-94, EXIT 104",Battle Creek,MI,385,3.989,42.30789,-85.23727
7341,INTERSTATE TRAVEL PLAZA,"I-495, EXIT 14A & US-1",Wrentham,MA,175,3.699,42.07605,-71.28789
7344,BEST QUICK STOP,US-1,Peabody,MA,178,3.61566666,42.53733,-70.98837
7353,DYSARTS SERVICE,"I-95, EXIT 44",Bangor,ME,26,3.799,44.84748,-68.78575
7354,CIRCLE K #4707065,"I-95, EXIT 2",Kittery,ME,125,3.899,43.10168,-70.75128
7357,TA SLIDELL TRAVEL CENTER,"I-10, EXIT 266 & US-190",Slidell,LA,725,3.154,30.2852,-89.77732
7360,KINGS TRUCK STOP,ST 103,Port Barre                              ,LA,600,3.189,30.55235,-91.95964
7364,Petro Stopping Center,"I-80, EXIT 226",Girard,OH,573,3.45233333,41.13989,-80.72412
7370,TA SMITHS GROVE,"I-65, EXIT 38 & SR-101",Smiths Grove,KY,415,3.43233333,37.05237,-86.20845
7371,One9 #392,"I-65, EXIT 81 & SR-84",Sonora,KY,415,3.19566666,37.52401,-85.89338
7372,TA WALTON #28,"I-75/I-71, EXIT 175 & SR-338",Walton,KY,300,3.00233333,38.9189,-84.62525
7379,KEYSTOP TRAVEL CENTER,"I-65, EXIT 2 & US-31W",Franklin,KY,460,2.899,36.739,-86.57866
7382,TA FLORENCE TRAVEL CENTER,"I-75, EXIT 181",Florence,KY,300,3.07066666,38.99784,-84.64674
7385,WAKEENEY 24 7 STORE #3,"I-70/US-40, EXIT 127 & US-283",Wakeeney,KS,525,3.09066666,39.0214,-99.88964
7387,TA Oakley,"I-70, EXIT 76 & US-40/US-83",Oakley,KS,525,3.649,39.13346,-100.8682
7389,GO MART FOOD STORE #58,"I-77, EXIT 1 & SR-7",Marietta,OH,430,3.799,39.4098,-81.42466
7396,7-ELEVEN #36180,US-20/SR-18,Monroeville,OH,550,3.614,41.24315,-82.69436
7398,FLYING J #913,"I-80, EXIT 142 & US-65",Altoona                                 ,IA,320,3.35566666,41.66191,-93.48439
7398,FLYING J TRAVEL PLAZA #913,"I-80, EXIT 142 & US-65",Altoona                                 ,IA,320,3.34233333,41.66191,-93.48439
7403,FUEL MART #714,"I-75, EXIT 168",North Baltimore                         ,OH,550,3.11233333,41.18313,-83.64947
7406,PILOT TRAVEL CENTER #594,"I-29, EXIT 143",Sioux City,IA,527,3.60566666,42.42933,-96.3717
7406,PILOT #594,"I-29, EXIT 143",Sioux City,IA,527,3.699,42.42933,-96.3717
7407,TA IOWA 80 TRAVEL PLAZA,"I-80, EXIT 284",Walcott,IA,270,3.90233333,41.6173,-90.78745
7408,FRIENDSHIP FOOD MART #99,US-224 & SR-61/SR-598,Willard,OH,249,3.63233333,41.04299,-82.73542
7410,PILOT TRAVEL CENTERS #373,"I-35 & I-80, EXIT 126",Urbandale                               ,IA,320,3.35566666,41.62319,-93.7767
7410,PILOT TRAVEL CENTER #373,"I-35 & I-80, EXIT 126",Urbandale                               ,IA,320,3.34233333,41.62319,-93.7767
7412,PETRO STOPPING CENTER #374,"I-69, EXIT 245 & SR-28",Gaston,IN,457,3.53566666,40.27237,-85.55769
7416,GOOD TO GO #40,"I-65, EXIT 215 & SR-114",Rensselaer,IN,290,3.20066666,40.93359,-87.14579
7417,SKY CITGO,US-30 & SR-23,Grovertown,IN,365,3.499,41.37145,-86.50739
7418,JJS TRAVEL PLAZA,US-31 & US-24,Peru,IN,370,3.444,40.7747,-86.06762
7421,MIDLAND #1901,"I-70, EXIT 137 AT MILE 137",Cambridge City,IN,375,3.43233333,39.85301,-85.14904
7425,Petro Brazil,"I-70,  EXIT 23",Brazil,IN,375,3.989,39.4494,-87.13227
7429,TA CLAYTON,"I-70, EXIT 59 & SR-39",Clayton,IN,375,3.939,39.68898,-86.52226
7435,PETRO STOPPING CENTER #375,"I-65, EXIT 201 & US-231/US-24",Remington,IN,365,3.699,40.76586,-87.15387
7436,TA WHITESTOWN,"I-65/US-52, EXIT 130",Whitestown,IN,375,3.57066666,39.945,-86.35115
7437,PETRO STOPPING CENTER #379,"I-74,  EXIT 143",Greensburg,IN,375,3.999,39.31655,-85.32924
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.349,39.12956,-88.56563
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.399,39.12956,-88.56563
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.439,39.12956,-88.56563
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.549,39.12956,-88.56563
7459,TA Morris Travel Center,"I-80, EXIT 112 & SR-47",Morris,IL,290,3.849,41.35668,-88.42155
7466,PILOT #595,"I-57, EXIT 54B & SR-13",Marion,IL,540,3.759,37.74006,-88.9581
7466,PILOT TRAVEL CENTER #595,"I-57, EXIT 54B & SR-13",Marion,IL,540,3.759,37.74006,-88.9581
7469,PILOT TRAVEL CENTERS #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.439,38.64019,-90.13405
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.699,38.64019,-90.13405
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.579,38.64019,-90.13405
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.379,38.64019,-90.13405
7471,ROAD RANGER #185,"I-55, EXIT 145 & US-136",Mc Lean,IL,280,3.349,40.47929,-88.95276
7471,ROAD RANGER #185,"I-55, EXIT 145 & US-136",Mc Lean,IL,280,3.449,40.47929,-88.95276
7482,TA BOISE TRAVEL CENTER,"I-84, EXIT 54",Boise,ID,785,3.77066666,43.56794,-116.20263
7492,Mobil dba One9 #1365,"I-85, EXIT 70",Cusseta,AL,720,2.999,32.74343,-85.28307
7492,One9 #1365,"I-85, EXIT 70",Cusseta,AL,720,2.999,32.74343,-85.28307
7495,RACETRAC #2574,"I-75, EXIT 237, SR-331 & US-41",Forest Park,GA,18,3.109,33.61991,-84.38244
7504,TEXACO,"I-75, EXIT 306 & SR-140",Adairsville,GA,193,3.10566666,34.36954,-84.97911
7506,CHAPMANS TRUCK STOP,"I-85 & SR-219, EXIT 13",Lagrange,GA,50,3.91566666,33.0389,-85.03507
7523,EXPRESS STOP FOOD STORE #4644,"I-75, EXIT 181",Pinconning,MI,260,3.639,43.84868,-84.02038
7533,TA WILDWOOD TRAVEL CENTER,"I-75, EXIT 329 & SR-44",Wildwood,FL,225,3.214,28.87516,-82.09774
7534,TA BALDWIN TRAVEL CENTER,"I-10, EXIT 343 & US-301",Jacksonville,FL,75,3.899,30.30515,-81.97236
7535,GIANT #198,"I-4/SR-400, EXIT 7 & US-301/SR-41",Tampa,FL,225,3.25733333,27.94771,-82.50539
7543,TA NEW HAVEN TRAVEL CENTER,"I-95, EXIT 56",Branford,CT,100,5.069,41.29479,-72.76832
7545,CITGO,"I-95, EXIT 40",Milford,CT,100,3.399,41.24034,-73.01902
7546,SHELL DBA PILOT DEALER #882,"I-95, EXIT 93 & SR-216",North Stonington,CT,73,4.299,41.45521,-71.82304
7546,PILOT TRAVEL CENTERS #882,"I-95, EXIT 93 & SR-216",North Stonington,CT,73,4.299,41.45521,-71.82304
7551,PWI #525,"I-70, EXIT 295",Watkins,CO,800,3.139,39.73991,-104.6068
7552,TA DENVER WEST TRAVEL CENTER,"I-70, EXIT 266",Wheat Ridge,CO,800,3.41566666,39.78139,-105.13389
7553,BRUSH TRAVEL PLAZA,"I-76, EXIT 90B & SR-71",Brush,CO,800,3.699,40.00203,-103.59183
7574,108 FOOD AND FUEL,"I-40, EXIT 108 & US-66/US-281 BUS",Calumet,OK,483,3.13566666,35.53409,-98.24225
7611,LOVES TRAVEL STOP #167,"I-44, EXIT 83",Chickasha                               ,OK,483,3.16566666,35.04725,-97.90948
7615,HOPI TRAVEL PLAZA CONOCO DBA ONE9 #1270,"I-40, EXIT 292",Holbrook,AZ,930,3.139,34.902,-110.16164
7615,HOPI TRAVEL PLAZA,"I-40, EXIT 292",Holbrook,AZ,930,3.219,34.902,-110.16164
7617,TUCSON TRUCK TERMINAL,"I-10, EXIT 268",Tucson,AZ,980,3.22233333,32.1286,-110.88067
7622,COPAN TRUCK STOP,US-75,Copan                                   ,OK,307,3.119,36.93405,-95.91804
7624,WILLCOX TRUCK PLAZA,"I-10, EXIT 340",Willcox,AZ,980,3.34066666,30.62876,-87.61138
7625,LOVES TRAVEL STOP #248,"I-40, EXIT 71",Clinton,OK,483,3.17233333,35.5161,-98.87439
7627,DAVIS TRADING POST,"I-35, EXIT 55",Davis                                   ,OK,569,2.979,34.51063,-97.17733
7629,ARNOLDS TRUCK STOP,US-72/SR-20/SR-157 & CR-59,Tuscumbia                               ,AL,615,3.169,34.72091,-87.66799
7635,TA MONTGOMERY TRAVEL CENTER,"I-65, EXIT 168 & US-80/US-82/SR-6/SR-8",Montgomery,AL,720,3.25233333,32.32695,-86.27025
7636,PILOT TRAVEL CENTER #76,"I-20 & I-59, EXIT 76",Tuscaloosa,AL,615,2.999,33.17489,-87.48023
7636,PILOT TRAVEL CENTERS #76,"I-20 & I-59, EXIT 76",Tuscaloosa,AL,615,3.099,33.17489,-87.48023
7655,LOVES TRAVEL STOP #253,I-40 EXIT 7 & SR 30,Erick,OK,483,3.20566666,35.22684,-99.84687
7705,FLYING J TRAVEL PLAZA #610,"I-40, EXIT 53",Kingman,AZ,910,3.88233333,35.21697,-114.01459
7708,PILOT TRAVEL CENTER #352,"I-75, EXIT 139",Fort Myers                              ,FL,225,3.799,26.65192,-81.79921
7708,PILOT TRAVEL CENTERS #352,"I-75, EXIT 139",Fort Myers                              ,FL,225,3.799,26.65192,-81.79921
7715,LONDON AUTO TRUCK CENTER,"I-75, EXIT 41 & SR-80",London,KY,405,3.399,37.1176,-84.05109
7718,MR FUEL #717,"I-44, EXIT 251",Villa Ridge,MO,540,3.01566666,38.47142,-90.8518
7719,FLYING J TRAVEL PLAZA #674,"I-70, EXIT 188",Warrenton,MO,540,3.11566666,38.83654,-91.22174
7721,TRAIL STAR TRUCK STOP,"ST 16, EXIT 213",Glendive,MT,807,3.459,47.10613,-104.71458
7722,SAPP BROS TRAVEL CENTER,"I-80, EXIT 353 & US-81",York,NE,330,3.324,40.73425,-97.60028
7724,FUEL MART #767,US-6 & US-23,Bradner,OH,550,3.40733333,41.33043,-83.41757
7725,BELL STORES #48,US-30 & SR-94,Dalton,OH,249,3.38566666,40.79877,-81.69553
7733,FLYING J TRAVEL PLAZA #723,"I-40, EXIT 76",Amarillo,TX,585,3.26566666,35.23957,-101.61935
7746,PILOT TRAVEL CENTER #888,"I-27, EXIT 74",Tulia,TX,585,3.34066666,34.52321,-101.79528
7753,LOVES TRAVEL STOP #166,SR-351,Muskogee,OK,560,3.33733333,35.91058,-94.97225
7767,FLYING J TRAVEL PLAZA #759,"I-25, EXIT 7",Cheyenne,WY,795,3.709,41.34608,-104.8678
7768,BIG D #30,"I-25/US-87, EXIT 9 & I-80, EXIT 359C & I-80 BUS/US-30",Cheyenne,WY,795,3.204,41.13435,-104.81098
7792,FLYING J TRAVEL PLAZA #630,"I-75/SR-401, EXIT 201 & SR-36",Jackson,GA,67,3.384,33.21089,-84.0635
7798,CIRCLE K #2745100,"I-95, EXIT 7",Woodbine,GA,75,3.23233333,30.84316,-81.67046
7825,PILOT TRAVEL CENTERS #356,"I-65, EXIT 121",Shepherdsville,KY,415,3.609,38.05912,-85.69882
7838,PILOT #581,"US-52/SR-55, & 117TH ST, MM300",Inver Grove Heights,MN,515,3.579,44.81693,-93.04602
7871,STRIPES 7FLEET #42454,"US-60, US-70 & US-84",Texico,NM,700,3.829,34.38873,-103.04491
7873,One9 #387,"I-80, EXIT 280 & SR- 278",Carlin                                  ,NV,835,3.439,40.71674,-116.11718
7886,PETRO STOPPING CENTER #357,"I-70, EXIT 156B & US-40",New Paris,OH,317,3.48733333,39.8288,-84.80554
7930,I 24 TRUCK PLAZA,"I-24, EXIT 114 & US-41",Manchester,TN,460,3.099,35.48168,-86.08871
7946,PILOT TRAVEL CENTERS #289,"I-90/I-39, EXIT 158 & I-43/SR-81, EXIT 1",Beloit                                  ,WI,520,3.799,42.53927,-88.97491
7959,SPF #45,"I-25/US-87, EXIT 7 & US-212",Cheyenne,WY,795,3.22566666,41.10234,-104.80071
8840,LOVES TRAVEL STOP #211,"I-35, EXIT 120",Oklahoma City,OK,483,3.25566666,35.33886,-97.49136
8895,PAULS VALLEY TRAVEL CENTER,"I-35, EXIT 72  & SR-19",Pauls Valley,OK,569,2.999,34.74118,-97.22055
8927,LOVES TRAVEL STOP #219,"I-40, EXIT 200",Seminole,OK,560,3.36233333,35.38354,-96.6763
8936,CIRCLE K #107,US-220 & CR-902,Ridgeway,VA,65,3.399,36.57696,-79.85857
8948,PARK N PUMP CIRCLE C,"I-15, EXIT 222",Nephi,UT,835,3.449,39.70536,-111.83608
8961,FLYING J TRAVEL PLAZA #736,"I-20, EXIT 42 & US-285",Pecos,TX,710,3.46566666,31.41215,-103.42236
8977,LOVES TRAVEL STOP #168,"I-44, EXIT 20",Walters                                 ,OK,253,3.194,34.36211,-98.4097
8987,LOVES TRAVEL STOP #255,"I-40, EXIT 287 & SR-100",Webbers Falls,OK,645,3.789,35.51254,-95.13847
9160,PILOT TRAVEL CENTERS #912,"I-80, EXIT 300 & SR-40D",Wood River,NE,330,3.28233333,40.76137,-98.5926
9161,TREXLER PLAZA TRUCK STOP,I-78/US-22,Allentown,PA,160,3.63233333,40.58416,-75.57234
9206,CIRCLE K #4707005,US-2 & SR-4,Farmington,ME,170,3.899,44.67359,-70.15444
9216,309 TRUCK STOP,SR-309,Coopersburg                             ,PA,90,3.759,40.5081,-75.38617
9241,7-ELEVEN #40286,"I-76,  EXIT 23/312",Elverson,PA,160,3.889,40.1563,-75.83764
9280,ONVO TRAVEL PLAZA - LAKEWOOD,"I-84, EXIT 20 & SR-507",Greentown,PA,200,3.54566666,41.32837,-75.3085
9289,ONVO EXPRESS,"I-81, EXIT 217 & SR-547",Harford,PA,200,3.609,41.76517,-75.75152
9340,LANCASTER TRAVEL PLAZA,US-30,Ronks,PA,208,3.899,40.01869,-76.17366
9354,BFS FOODS TRUCK PLAZA,"I-79, EXIT 1",Mount Morris,PA,165,4.499,39.73002,-80.05901
9365,FLYING J TRAVEL PLAZA #713,"I-95, EXIT 181",Latta,SC,63,3.349,34.34882,-79.52594
9381,SCOTT FUEL TRAVEL PLAZA,"I-81, EXIT 199",Dalton                                  ,PA,200,3.599,41.57488,-75.6535
9382,PILOT TRAVEL CENTERS #286,"I-70, EXIT 10 & SR-127",Eaton,OH,317,3.46233333,39.74406,-84.6365
9383,PILOT TRAVEL CENTERS #285,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.44566666,39.94246,-82.53981
9386,PETRO STOPPING CENTER #325,"I-75,  EXIT 167",North Baltimore,OH,550,3.27066666,41.16833,-83.64953
9403,PILOT TRAVEL CENTERS #280,"I-78, EXIT 7 & SR-173",Bloomsbury                              ,NJ,105,3.809,40.66025,-75.07067
9415,7-ELEVEN #40287,"I-76, EXIT 24A/326",Wayne,PA,160,3.889,41.35441,-75.36987
9423,PETRO STOPPING CENTER #318,"I-70, EXIT 148",Kingdom City,MO,540,3.05733333,38.9443,-91.94489
9449,CORNER PANTRY #127,"I-26, EXIT 115 & US-321",West Columbia,SC,135,3.41233333,33.98646,-81.05169
9451,TA BETO JUNCTION TRAVEL CENTER,"I-35, EXIT 155 & US-75",Lebo,KS,336,3.23066666,38.42784,-95.73314
9467,TA PORTER TRAVEL CENTERS,"I-94, EXIT 22B & US-20",Chesterton,IN,365,3.849,41.6315,-87.06839
9468,TA LAKE STATION,"I-80 & I-94, EXIT 15B",Lake Station,IN,365,3.849,41.58309,-87.23991
9469,TA EXPRESS COWPENS #477,"I-85, EXIT 83 & SR-110",Cowpens,SC,210,3.399,35.02013,-81.80253
9485,PILOT TRAVEL CENTER #4559,"I-20, EXIT 26",Villa Rica,GA,18,3.389,33.72529,-84.90596
9485,PILOT #4559,"I-20, EXIT 26",Villa Rica,GA,18,3.449,33.72529,-84.90596
9513,CIRCLE K #2705350,"I-20, EXIT 5 & US-25",North Augusta,SC,135,3.159,33.5679,-81.92598
9525,SCOTCHMAN #3891,"I-77, EXIT 65 & SR-9",Richburg,SC,46,3.109,34.74065,-81.03495
9528,GO MART FOOD STORE #43,"I-64, EXIT 39 & SR-34",Teays,WV,44,3.499,38.33556,-81.59936
9542,SPINX #266,"I-26, EXIT 104",Columbia,SC,135,3.13233333,34.07074,-81.14567
9550,Mauston Interstate BP,"I-90/I-94, EXIT 69 & SR-82",Mauston,WI,420,3.22733333,43.79674,-90.07129
9553,LYNDON STATION BP,I-90 & 94 EXIT 79,Lyndon Station,WI,420,3.177,43.7192,-89.89684
